Name,Register Number,Department,Year of Study
Diya Sharma,714022114104,MECH,4
Aditya Das,714022114105,MECH,4
Saanvi Singh,714022114106,MECH,4
Vivaan Das,714022114107,MECH,4
Pari Rao,714022114108,MECH,4
Arjun Nair,714022114109,MECH,4
Vivaan Sharma,714022114110,MECH,4
Ananya Yadav,714022114111,MECH,4
Krishna Chopra,714022114112,MECH,4
Ayaan Das,714022114113,MECH,4
Sarah Yadav,714022114114,MECH,4
Diya Verma,714022114115,MECH,4
Krishna Saxena,714022114116,MECH,4
Arjun Kumar,714022114117,MECH,4
Reyansh Nair,714022114118,MECH,4
Saanvi Chopra,714022114119,MECH,4
Ananya Gupta,714022114120,MECH,4
Anvi Sharma,714022114121,MECH,4
Krishna Verma,714022114122,MECH,4
Pari Patel,714022114123,MECH,4
Myra Jain,714022114124,MECH,4
Diya Yadav,714022114125,MECH,4
Pari Bhat,714022114126,MECH,4
Saanvi Joshi,714022114127,MECH,4
Riya Nair,714022114128,MECH,4
Diya Rao,714022114129,MECH,4
Pari Verma,714022114130,MECH,4
Ananya Bhat,714022114131,MECH,4
Sarah Saxena,714022114132,MECH,4
Diya Gupta,714022114133,MECH,4
Krishna Sharma,714022114134,MECH,4
Saanvi Nair,714022114135,MECH,4
Krishna Saxena,714022114136,MECH,4
Vihaan Verma,714022114137,MECH,4
Arjun Mehta,714022114138,MECH,4
Aditya Desai,714025103001,CIVIL,1
Saanvi Desai,714025103002,CIVIL,1
Myra Kumar,714025103003,CIVIL,1
Anvi Mehta,714025103004,CIVIL,1
Reyansh Mehta,714025103005,CIVIL,1
Diya Bhat,714025103006,CIVIL,1
Diya Chopra,714025103007,CIVIL,1
Riya Jain,714025103008,CIVIL,1
Pari Desai,714025103009,CIVIL,1
Saanvi Joshi,714025103010,CIVIL,1
Saanvi Nair,714025103011,CIVIL,1
Sarah Kapoor,714025103012,CIVIL,1
Ayaan Mehta,714025103013,CIVIL,1
Aarav Kumar,714025103014,CIVIL,1
Saanvi Bhat,714025103015,CIVIL,1
Aditya Chopra,714025103016,CIVIL,1
Ishaan Nair,714025103017,CIVIL,1
Vivaan Sharma,714025103018,CIVIL,1
Ananya Malhotra,714025103019,CIVIL,1
Vihaan Chopra,714025103020,CIVIL,1
Riya Joshi,714025103021,CIVIL,1
Pari Kumar,714025103022,CIVIL,1
Aarav Gupta,714025103023,CIVIL,1
Myra Jain,714025103024,CIVIL,1
Sai Nair,714025103025,CIVIL,1
Vihaan Malhotra,714025103026,CIVIL,1
Saanvi Chopra,714025103027,CIVIL,1
Sarah Rao,714025103028,CIVIL,1
Sai Patel,714025103029,CIVIL,1
Saanvi Saxena,714025103030,CIVIL,1
Aarav Chopra,714025103031,CIVIL,1
Ayaan Mehta,714025103032,CIVIL,1
Reyansh Bhat,714025103033,CIVIL,1
Ishaan Kapoor,714025103034,CIVIL,1
Anvi Patel,714025103035,CIVIL,1
Ayaan Das,714025103036,CIVIL,1
Saanvi Patel,714025103037,CIVIL,1
Saanvi Sharma,714025103038,CIVIL,1
Sai Kumar,714025103039,CIVIL,1
Vivaan Kapoor,714025103040,CIVIL,1
Krishna Das,714025103041,CIVIL,1
Arjun Jain,714025103042,CIVIL,1
Diya Joshi,714025103043,CIVIL,1
Arjun Yadav,714025103044,CIVIL,1
Krishna Sharma,714025103045,CIVIL,1
Aadhya Yadav,714025103046,CIVIL,1
Aarav Verma,714025103047,CIVIL,1
Saanvi Rao,714025103048,CIVIL,1
Arjun Kapoor,714025103049,CIVIL,1
Sai Chopra,714025103050,CIVIL,1
Krishna Singh,714025103051,CIVIL,1
Aadhya Joshi,714025103052,CIVIL,1
Reyansh Yadav,714025103053,CIVIL,1
Arjun Malhotra,714025103054,CIVIL,1
Sai Yadav,714025103055,CIVIL,1
Saanvi Mehta,714025103056,CIVIL,1
Ishaan Malhotra,714025103057,CIVIL,1
Vihaan Singh,714025103058,CIVIL,1
Ayaan Verma,714025103059,CIVIL,1
Vihaan Desai,714025103060,CIVIL,1
Ananya Das,714025103061,CIVIL,1
Vivaan Yadav,714025103062,CIVIL,1
Sai Singh,714025103063,CIVIL,1
Aditya Kumar,714025103064,CIVIL,1
Anvi Nair,714025103065,CIVIL,1
Diya Kumar,714025103066,CIVIL,1
Sai Patel,714025103067,CIVIL,1
Ayaan Mehta,714025103068,CIVIL,1
Reyansh Malhotra,714025103069,CIVIL,1
Krishna Malhotra,714025103070,CIVIL,1
Arjun Das,714025103071,CIVIL,1
Vivaan Saxena,714025103072,CIVIL,1
Aditya Nair,714025103073,CIVIL,1
Reyansh Kumar,714025103074,CIVIL,1
Saanvi Joshi,714025103075,CIVIL,1
Riya Bhat,714025103076,CIVIL,1
Ananya Das,714025103077,CIVIL,1
Vihaan Patel,714025103078,CIVIL,1
Saanvi Chopra,714025103079,CIVIL,1
Vihaan Kumar,714025103080,CIVIL,1
Ananya Yadav,714025103081,CIVIL,1
Krishna Desai,714025103082,CIVIL,1
Ishaan Reddy,714025103083,CIVIL,1
Aadhya Chopra,714025103084,CIVIL,1
Aditya Jain,714025103085,CIVIL,1
Aarav Joshi,714025103086,CIVIL,1
Reyansh Jain,714025103087,CIVIL,1
Diya Chopra,714025103088,CIVIL,1
Aadhya Desai,714025103089,CIVIL,1
Krishna Singh,714025103090,CIVIL,1
Reyansh Jain,714025103091,CIVIL,1
Saanvi Chopra,714025103092,CIVIL,1
Aarav Gupta,714025103093,CIVIL,1
Diya Bhat,714025103094,CIVIL,1
Anvi Jain,714025103095,CIVIL,1
Diya Desai,714025103096,CIVIL,1
Anvi Joshi,714025103097,CIVIL,1
Saanvi Sharma,714025103098,CIVIL,1
Pari Jain,714025103099,CIVIL,1
Saanvi Joshi,714025103100,CIVIL,1
Aditya Malhotra,714025103101,CIVIL,1
Ayaan Mehta,714025103102,CIVIL,1
Vihaan Saxena,714025103103,CIVIL,1
Ananya Malhotra,714025103104,CIVIL,1
Sarah Desai,714025103105,CIVIL,1
Ayaan Mehta,714025103106,CIVIL,1
Diya Singh,714025103107,CIVIL,1
Aarav Singh,714025103108,CIVIL,1
Aadhya Chopra,714025103109,CIVIL,1
Pari Joshi,714025103110,CIVIL,1
Vivaan Reddy,714025103111,CIVIL,1
Sarah Singh,714025103112,CIVIL,1
Ayaan Joshi,714025103113,CIVIL,1
Pari Chopra,714025103114,CIVIL,1
Diya Rao,714025103115,CIVIL,1
Pari Malhotra,714025103116,CIVIL,1
Aarav Verma,714025103117,CIVIL,1
Ananya Bhat,714025103118,CIVIL,1
Saanvi Joshi,714025103119,CIVIL,1
Krishna Gupta,714025103120,CIVIL,1
Anvi Saxena,714025103121,CIVIL,1
Ishaan Singh,714025103122,CIVIL,1
Krishna Kumar,714025103123,CIVIL,1
Saanvi Yadav,714025103124,CIVIL,1
Myra Gupta,714025103125,CIVIL,1
Pari Nair,714025103126,CIVIL,1
Arjun Yadav,714025103127,CIVIL,1
Ayaan Kapoor,714025103128,CIVIL,1
Ananya Rao,714025103129,CIVIL,1
Arjun Rao,714025103130,CIVIL,1
Sai Singh,714025103131,CIVIL,1
Ishaan Kumar,714025103132,CIVIL,1
Pari Patel,714025103133,CIVIL,1
Reyansh Mehta,714025103134,CIVIL,1
Diya Kumar,714025103135,CIVIL,1
Krishna Kapoor,714025103136,CIVIL,1
Diya Kapoor,714025103137,CIVIL,1
Pari Kumar,714025103138,CIVIL,1
Aditya Das,714025103139,CIVIL,1
Aditya Yadav,714025103140,CIVIL,1
Aarav Sharma,714025103141,CIVIL,1
Arjun Kapoor,714025103142,CIVIL,1
Reyansh Reddy,714025103143,CIVIL,1
Ishaan Malhotra,714025103144,CIVIL,1
Sai Gupta,714024103001,CIVIL,2
Vivaan Jain,714024103002,CIVIL,2
Aarav Yadav,714024103003,CIVIL,2
Aditya Kapoor,714024103004,CIVIL,2
Ananya Yadav,714024103005,CIVIL,2
Arjun Desai,714024103006,CIVIL,2
Vivaan Desai,714024103007,CIVIL,2
Aarav Rao,714024103008,CIVIL,2
Saanvi Verma,714024103009,CIVIL,2
Ananya Saxena,714024103010,CIVIL,2
Anvi Reddy,714024103011,CIVIL,2
Vihaan Saxena,714024103012,CIVIL,2
Vivaan Sharma,714024103013,CIVIL,2
Pari Patel,714024103014,CIVIL,2
Vivaan Yadav,714024103015,CIVIL,2
Saanvi Bhat,714024103016,CIVIL,2
Ananya Gupta,714024103017,CIVIL,2
Vihaan Singh,714024103018,CIVIL,2
Aditya Mehta,714024103019,CIVIL,2
Riya Patel,714024103020,CIVIL,2
Aarav Reddy,714024103021,CIVIL,2
Sai Bhat,714024103022,CIVIL,2
Anvi Nair,714024103023,CIVIL,2
Sarah Patel,714024103024,CIVIL,2
Arjun Mehta,714024103025,CIVIL,2
Sarah Yadav,714024103026,CIVIL,2
Ishaan Patel,714024103027,CIVIL,2
Riya Singh,714024103028,CIVIL,2
Ayaan Jain,714024103029,CIVIL,2
Ishaan Kumar,714024103030,CIVIL,2
Vivaan Saxena,714024103031,CIVIL,2
Arjun Kapoor,714024103032,CIVIL,2
Riya Verma,714024103033,CIVIL,2
Myra Saxena,714024103034,CIVIL,2
Aditya Reddy,714024103035,CIVIL,2
Aadhya Yadav,714024103036,CIVIL,2
Saanvi Patel,714024103037,CIVIL,2
Vihaan Jain,714024103038,CIVIL,2
Diya Patel,714024103039,CIVIL,2
Sarah Singh,714024103040,CIVIL,2
Aditya Rao,714024103041,CIVIL,2
Saanvi Kumar,714024103042,CIVIL,2
Ananya Sharma,714024103043,CIVIL,2
Aarav Kapoor,714024103044,CIVIL,2
Vihaan Mehta,714024103045,CIVIL,2
Aditya Gupta,714024103046,CIVIL,2
Aadhya Saxena,714024103047,CIVIL,2
Sai Chopra,714024103048,CIVIL,2
Sarah Desai,714024103049,CIVIL,2
Arjun Singh,714024103050,CIVIL,2
Aadhya Kumar,714024103051,CIVIL,2
Aadhya Yadav,714024103052,CIVIL,2
Ananya Verma,714024103053,CIVIL,2
Anvi Patel,714024103054,CIVIL,2
Riya Yadav,714024103055,CIVIL,2
Ayaan Patel,714024103056,CIVIL,2
Ishaan Bhat,714024103057,CIVIL,2
Sai Malhotra,714024103058,CIVIL,2
Krishna Malhotra,714024103059,CIVIL,2
Myra Joshi,714024103060,CIVIL,2
Diya Saxena,714024103061,CIVIL,2
Vivaan Yadav,714024103062,CIVIL,2
Sarah Desai,714024103063,CIVIL,2
Aadhya Verma,714024103064,CIVIL,2
Aditya Reddy,714024103065,CIVIL,2
Ishaan Jain,714024103066,CIVIL,2
Pari Malhotra,714024103067,CIVIL,2
Ayaan Nair,714024103068,CIVIL,2
Ananya Saxena,714024103069,CIVIL,2
Vivaan Patel,714024103070,CIVIL,2
Aarav Rao,714024103071,CIVIL,2
Diya Yadav,714024103072,CIVIL,2
Diya Verma,714024103073,CIVIL,2
Krishna Bhat,714024103074,CIVIL,2
Ayaan Chopra,714024103075,CIVIL,2
Ishaan Kumar,714024103076,CIVIL,2
Aadhya Sharma,714024103077,CIVIL,2
Ayaan Yadav,714024103078,CIVIL,2
Sai Saxena,714024103079,CIVIL,2
Krishna Rao,714024103080,CIVIL,2
Reyansh Singh,714024103081,CIVIL,2
Ishaan Gupta,714024103082,CIVIL,2
Sarah Chopra,714024103083,CIVIL,2
Ishaan Yadav,714024103084,CIVIL,2
Pari Nair,714024103085,CIVIL,2
Ananya Kumar,714024103086,CIVIL,2
Arjun Gupta,714024103087,CIVIL,2
Aditya Singh,714024103088,CIVIL,2
Ishaan Patel,714024103089,CIVIL,2
Sarah Singh,714024103090,CIVIL,2
Arjun Kumar,714024103091,CIVIL,2
Saanvi Bhat,714024103092,CIVIL,2
Vihaan Jain,714024103093,CIVIL,2
Vihaan Gupta,714024103094,CIVIL,2
Sai Bhat,714024103095,CIVIL,2
Aadhya Desai,714024103096,CIVIL,2
Riya Kapoor,714024103097,CIVIL,2
Vihaan Saxena,714024103098,CIVIL,2
Anvi Chopra,714024103099,CIVIL,2
Ayaan Verma,714024103100,CIVIL,2
Ishaan Patel,714024103101,CIVIL,2
Reyansh Chopra,714024103102,CIVIL,2
Vivaan Singh,714024103103,CIVIL,2
Anvi Kapoor,714024103104,CIVIL,2
Krishna Sharma,714024103105,CIVIL,2
Saanvi Das,714024103106,CIVIL,2
Ananya Saxena,714024103107,CIVIL,2
Anvi Reddy,714024103108,CIVIL,2
Saanvi Patel,714024103109,CIVIL,2
Sai Yadav,714024103110,CIVIL,2
Arjun Nair,714024103111,CIVIL,2
Aarav Malhotra,714024103112,CIVIL,2
Aditya Joshi,714024103113,CIVIL,2
Sarah Kumar,714024103114,CIVIL,2
Saanvi Yadav,714024103115,CIVIL,2
Aditya Kapoor,714024103116,CIVIL,2
Myra Bhat,714024103117,CIVIL,2
Saanvi Chopra,714024103118,CIVIL,2
Diya Rao,714024103119,CIVIL,2
Diya Das,714024103120,CIVIL,2
Sai Reddy,714024103121,CIVIL,2
Aditya Patel,714024103122,CIVIL,2
Myra Saxena,714024103123,CIVIL,2
Sarah Malhotra,714024103124,CIVIL,2
Aditya Rao,714024103125,CIVIL,2
Myra Bhat,714024103126,CIVIL,2
Vivaan Reddy,714024103127,CIVIL,2
Aadhya Patel,714024103128,CIVIL,2
Ishaan Singh,714024103129,CIVIL,2
Sarah Joshi,714024103130,CIVIL,2
Anvi Rao,714024103131,CIVIL,2
Saanvi Mehta,714024103132,CIVIL,2
Vihaan Chopra,714024103133,CIVIL,2
Pari Saxena,714024103134,CIVIL,2
Sarah Bhat,714024103135,CIVIL,2
Krishna Gupta,714024103136,CIVIL,2
Riya Verma,714024103137,CIVIL,2
Saanvi Sharma,714024103138,CIVIL,2
Krishna Jain,714023103001,CIVIL,3
Aarav Bhat,714023103002,CIVIL,3
Ayaan Chopra,714023103003,CIVIL,3
Ananya Patel,714023103004,CIVIL,3
Anvi Joshi,714023103005,CIVIL,3
Vihaan Bhat,714023103006,CIVIL,3
Myra Gupta,714023103007,CIVIL,3
Ishaan Mehta,714023103008,CIVIL,3
Saanvi Yadav,714023103009,CIVIL,3
Saanvi Kumar,714023103010,CIVIL,3
Diya Chopra,714023103011,CIVIL,3
Ayaan Joshi,714023103012,CIVIL,3
Saanvi Kapoor,714023103013,CIVIL,3
Diya Gupta,714023103014,CIVIL,3
Pari Verma,714023103015,CIVIL,3
Krishna Nair,714023103016,CIVIL,3
Ishaan Das,714023103017,CIVIL,3
Reyansh Desai,714023103018,CIVIL,3
Myra Kapoor,714023103019,CIVIL,3
Aadhya Rao,714023103020,CIVIL,3
Saanvi Joshi,714023103021,CIVIL,3
Diya Das,714023103022,CIVIL,3
Anvi Yadav,714023103023,CIVIL,3
Sai Patel,714023103024,CIVIL,3
Krishna Patel,714023103025,CIVIL,3
Saanvi Verma,714023103026,CIVIL,3
Arjun Nair,714023103027,CIVIL,3
Reyansh Bhat,714023103028,CIVIL,3
Arjun Reddy,714023103029,CIVIL,3
Arjun Saxena,714023103030,CIVIL,3
Pari Gupta,714023103031,CIVIL,3
Saanvi Rao,714023103032,CIVIL,3
Myra Sharma,714023103033,CIVIL,3
Saanvi Sharma,714023103034,CIVIL,3
Anvi Chopra,714023103035,CIVIL,3
Vivaan Yadav,714023103036,CIVIL,3
Riya Singh,714023103037,CIVIL,3
Aadhya Bhat,714023103038,CIVIL,3
Sarah Rao,714023103039,CIVIL,3
Ayaan Verma,714023103040,CIVIL,3
Vihaan Malhotra,714023103041,CIVIL,3
Vivaan Bhat,714023103042,CIVIL,3
Aadhya Kumar,714023103043,CIVIL,3
Ananya Kapoor,714023103044,CIVIL,3
Vivaan Gupta,714023103045,CIVIL,3
Vihaan Chopra,714023103046,CIVIL,3
Vivaan Rao,714023103047,CIVIL,3
Sarah Sharma,714023103048,CIVIL,3
Anvi Verma,714023103049,CIVIL,3
Saanvi Chopra,714023103050,CIVIL,3
Anvi Rao,714023103051,CIVIL,3
Aditya Rao,714023103052,CIVIL,3
Saanvi Kumar,714023103053,CIVIL,3
Ishaan Verma,714023103054,CIVIL,3
Aarav Desai,714023103055,CIVIL,3
Saanvi Patel,714023103056,CIVIL,3
Aditya Gupta,714023103057,CIVIL,3
Riya Gupta,714023103058,CIVIL,3
Myra Gupta,714023103059,CIVIL,3
Aditya Singh,714023103060,CIVIL,3
Diya Singh,714023103061,CIVIL,3
Aarav Joshi,714023103062,CIVIL,3
Riya Malhotra,714023103063,CIVIL,3
Ishaan Das,714023103064,CIVIL,3
Ananya Kumar,714023103065,CIVIL,3
Aadhya Das,714023103066,CIVIL,3
Riya Nair,714023103067,CIVIL,3
Pari Sharma,714023103068,CIVIL,3
Anvi Saxena,714023103069,CIVIL,3
Myra Singh,714023103070,CIVIL,3
Krishna Kumar,714023103071,CIVIL,3
Ayaan Bhat,714023103072,CIVIL,3
Vihaan Joshi,714023103073,CIVIL,3
Anvi Patel,714023103074,CIVIL,3
Aadhya Chopra,714023103075,CIVIL,3
Aditya Gupta,714023103076,CIVIL,3
Sarah Bhat,714023103077,CIVIL,3
Ishaan Gupta,714023103078,CIVIL,3
Myra Bhat,714023103079,CIVIL,3
Sarah Chopra,714023103080,CIVIL,3
Myra Das,714023103081,CIVIL,3
Pari Singh,714023103082,CIVIL,3
Ayaan Reddy,714023103083,CIVIL,3
Myra Bhat,714023103084,CIVIL,3
Pari Patel,714023103085,CIVIL,3
Aadhya Desai,714023103086,CIVIL,3
Vihaan Verma,714023103087,CIVIL,3
Diya Jain,714023103088,CIVIL,3
Pari Reddy,714023103089,CIVIL,3
Aditya Saxena,714023103090,CIVIL,3
Aadhya Patel,714023103091,CIVIL,3
Krishna Nair,714023103092,CIVIL,3
Sarah Mehta,714023103093,CIVIL,3
Ishaan Nair,714023103094,CIVIL,3
Diya Jain,714023103095,CIVIL,3
Diya Kapoor,714023103096,CIVIL,3
Saanvi Gupta,714023103097,CIVIL,3
Krishna Reddy,714023103098,CIVIL,3
Myra Bhat,714023103099,CIVIL,3
Arjun Kapoor,714023103100,CIVIL,3
Diya Patel,714023103101,CIVIL,3
Anvi Saxena,714023103102,CIVIL,3
Sai Yadav,714023103103,CIVIL,3
Aditya Das,714023103104,CIVIL,3
Diya Patel,714023103105,CIVIL,3
Reyansh Bhat,714023103106,CIVIL,3
Ayaan Bhat,714023103107,CIVIL,3
Reyansh Kumar,714023103108,CIVIL,3
Diya Joshi,714023103109,CIVIL,3
Vihaan Gupta,714023103110,CIVIL,3
Aarav Kumar,714023103111,CIVIL,3
Anvi Reddy,714023103112,CIVIL,3
Vihaan Desai,714023103113,CIVIL,3
Vihaan Bhat,714023103114,CIVIL,3
Ananya Singh,714023103115,CIVIL,3
Diya Chopra,714023103116,CIVIL,3
Sarah Reddy,714023103117,CIVIL,3
Sai Reddy,714023103118,CIVIL,3
Reyansh Chopra,714023103119,CIVIL,3
Riya Patel,714023103120,CIVIL,3
Pari Kapoor,714023103121,CIVIL,3
Myra Yadav,714023103122,CIVIL,3
Krishna Verma,714023103123,CIVIL,3
Ishaan Bhat,714023103124,CIVIL,3
Myra Patel,714023103125,CIVIL,3
Krishna Saxena,714023103126,CIVIL,3
Sarah Reddy,714023103127,CIVIL,3
Aadhya Reddy,714023103128,CIVIL,3
Riya Chopra,714023103129,CIVIL,3
Riya Jain,714023103130,CIVIL,3
Diya Verma,714023103131,CIVIL,3
Aadhya Bhat,714022103001,CIVIL,4
Sai Kapoor,714022103002,CIVIL,4
Diya Yadav,714022103003,CIVIL,4
Saanvi Sharma,714022103004,CIVIL,4
Vihaan Saxena,714022103005,CIVIL,4
Ishaan Sharma,714022103006,CIVIL,4
Saanvi Verma,714022103007,CIVIL,4
Anvi Jain,714022103008,CIVIL,4
Ishaan Desai,714022103009,CIVIL,4
Anvi Chopra,714022103010,CIVIL,4
Pari Saxena,714022103011,CIVIL,4
Vihaan Mehta,714022103012,CIVIL,4
Arjun Chopra,714022103013,CIVIL,4
Riya Jain,714022103014,CIVIL,4
Saanvi Bhat,714022103015,CIVIL,4
Riya Singh,714022103016,CIVIL,4
Krishna Kumar,714022103017,CIVIL,4
Diya Gupta,714022103018,CIVIL,4
Reyansh Gupta,714022103019,CIVIL,4
Vihaan Sharma,714022103020,CIVIL,4
Aadhya Saxena,714022103021,CIVIL,4
Myra Das,714022103022,CIVIL,4
Ishaan Nair,714022103023,CIVIL,4
Reyansh Yadav,714022103024,CIVIL,4
Vihaan Kapoor,714022103025,CIVIL,4
Aarav Bhat,714022103026,CIVIL,4
Aarav Jain,714022103027,CIVIL,4
Ayaan Jain,714022103028,CIVIL,4
Arjun Kumar,714022103029,CIVIL,4
Myra Joshi,714022103030,CIVIL,4
Pari Singh,714022103031,CIVIL,4
Anvi Joshi,714022103032,CIVIL,4
Aditya Saxena,714022103033,CIVIL,4
Vihaan Saxena,714022103034,CIVIL,4
Diya Mehta,714022103035,CIVIL,4
Anvi Nair,714022103036,CIVIL,4
Arjun Yadav,714022103037,CIVIL,4
Aditya Malhotra,714022103038,CIVIL,4
Diya Yadav,714022103039,CIVIL,4
Vihaan Kumar,714022103040,CIVIL,4
Myra Kumar,714022103041,CIVIL,4
Aadhya Saxena,714022103042,CIVIL,4
Krishna Mehta,714022103043,CIVIL,4
Aditya Gupta,714022103044,CIVIL,4
Myra Reddy,714022103045,CIVIL,4
Aarav Mehta,714022103046,CIVIL,4
Aditya Mehta,714022103047,CIVIL,4
Sarah Saxena,714022103048,CIVIL,4
Aadhya Patel,714022103049,CIVIL,4
Saanvi Desai,714022103050,CIVIL,4
Sai Verma,714022103051,CIVIL,4
Pari Bhat,714022103052,CIVIL,4
Reyansh Das,714022103053,CIVIL,4
Ishaan Sharma,714022103054,CIVIL,4
Krishna Chopra,714022103055,CIVIL,4
Aadhya Bhat,714022103056,CIVIL,4
Pari Sharma,714022103057,CIVIL,4
Diya Patel,714022103058,CIVIL,4
Aditya Nair,714022103059,CIVIL,4
Sarah Das,714022103060,CIVIL,4
Anvi Jain,714022103061,CIVIL,4
Vivaan Das,714022103062,CIVIL,4
Sarah Joshi,714022103063,CIVIL,4
Ananya Nair,714022103064,CIVIL,4
Pari Kumar,714022103065,CIVIL,4
Vivaan Saxena,714022103066,CIVIL,4
Aadhya Bhat,714022103067,CIVIL,4
Anvi Joshi,714022103068,CIVIL,4
Sarah Joshi,714022103069,CIVIL,4
Aadhya Jain,714022103070,CIVIL,4
Myra Kapoor,714022103071,CIVIL,4
Aarav Joshi,714022103072,CIVIL,4
Saanvi Bhat,714022103073,CIVIL,4
Vivaan Gupta,714022103074,CIVIL,4
Vihaan Rao,714022103075,CIVIL,4
Riya Das,714022103076,CIVIL,4
Ananya Jain,714022103077,CIVIL,4
Saanvi Sharma,714022103078,CIVIL,4
Saanvi Reddy,714022103079,CIVIL,4
Saanvi Sharma,714022103080,CIVIL,4
Ayaan Reddy,714022103081,CIVIL,4
Reyansh Joshi,714022103082,CIVIL,4
Ayaan Nair,714022103083,CIVIL,4
Myra Reddy,714022103084,CIVIL,4
Sarah Patel,714022103085,CIVIL,4
Aarav Chopra,714022103086,CIVIL,4
Sarah Kapoor,714022103087,CIVIL,4
Sarah Saxena,714022103088,CIVIL,4
Aarav Mehta,714022103089,CIVIL,4
Vihaan Desai,714022103090,CIVIL,4
Sai Desai,714022103091,CIVIL,4
Saanvi Joshi,714022103092,CIVIL,4
Reyansh Reddy,714022103093,CIVIL,4
Myra Das,714022103094,CIVIL,4
Ayaan Kumar,714022103095,CIVIL,4
Riya Sharma,714022103096,CIVIL,4
Pari Singh,714022103097,CIVIL,4
Saanvi Das,714022103098,CIVIL,4
Vivaan Verma,714022103099,CIVIL,4
Vihaan Nair,714022103100,CIVIL,4
Reyansh Rao,714022103101,CIVIL,4
Ananya Malhotra,714022103102,CIVIL,4
Riya Malhotra,714022103103,CIVIL,4
Riya Desai,714022103104,CIVIL,4
Aadhya Chopra,714022103105,CIVIL,4
Aadhya Desai,714025105001,EEE,1
Anvi Singh,714025105002,EEE,1
Krishna Nair,714025105003,EEE,1
Aarav Rao,714025105004,EEE,1
Myra Kapoor,714025105005,EEE,1
Vihaan Mehta,714025105006,EEE,1
Diya Das,714025105007,EEE,1
Aditya Gupta,714025105008,EEE,1
Krishna Malhotra,714025105009,EEE,1
Reyansh Nair,714025105010,EEE,1
Ananya Das,714025105011,EEE,1
Saanvi Gupta,714025105012,EEE,1
Vivaan Singh,714025105013,EEE,1
Aditya Yadav,714025105014,EEE,1
Sarah Singh,714025105015,EEE,1
Sarah Das,714025105016,EEE,1
Aarav Nair,714025105017,EEE,1
Vihaan Nair,714025105018,EEE,1
Anvi Gupta,714025105019,EEE,1
Aarav Saxena,714025105020,EEE,1
Ishaan Reddy,714025105021,EEE,1
Aadhya Kapoor,714025105022,EEE,1
Aarav Joshi,714025105023,EEE,1
Ayaan Nair,714025105024,EEE,1
Pari Sharma,714025105025,EEE,1
Vihaan Bhat,714025105026,EEE,1
Ayaan Kapoor,714025105027,EEE,1
Anvi Rao,714025105028,EEE,1
Pari Saxena,714025105029,EEE,1
Myra Reddy,714025105030,EEE,1
Aarav Mehta,714025105031,EEE,1
Ananya Desai,714025105032,EEE,1
Vihaan Singh,714025105033,EEE,1
Diya Patel,714025105034,EEE,1
Anvi Kapoor,714025105035,EEE,1
Reyansh Joshi,714025105036,EEE,1
Aadhya Singh,714025105037,EEE,1
Saanvi Mehta,714025105038,EEE,1
Saanvi Sharma,714025105039,EEE,1
Riya Sharma,714025105040,EEE,1
Riya Kapoor,714025105041,EEE,1
Arjun Rao,714025105042,EEE,1
Sai Joshi,714025105043,EEE,1
Anvi Malhotra,714025105044,EEE,1
Vivaan Desai,714025105045,EEE,1
Ayaan Gupta,714025105046,EEE,1
Aarav Singh,714025105047,EEE,1
Ananya Reddy,714025105048,EEE,1
Ananya Joshi,714025105049,EEE,1
Reyansh Singh,714025105050,EEE,1
Aadhya Gupta,714025105051,EEE,1
Krishna Kapoor,714025105052,EEE,1
Reyansh Verma,714025105053,EEE,1
Krishna Saxena,714025105054,EEE,1
Vivaan Joshi,714025105055,EEE,1
Ayaan Nair,714025105056,EEE,1
Krishna Bhat,714025105057,EEE,1
Vihaan Jain,714025105058,EEE,1
Vihaan Reddy,714025105059,EEE,1
Saanvi Yadav,714025105060,EEE,1
Reyansh Desai,714025105061,EEE,1
Ayaan Rao,714025105062,EEE,1
Arjun Chopra,714025105063,EEE,1
Aditya Bhat,714025105064,EEE,1
Ishaan Mehta,714025105065,EEE,1
Pari Verma,714025105066,EEE,1
Ishaan Reddy,714025105067,EEE,1
Pari Bhat,714025105068,EEE,1
Aadhya Malhotra,714025105069,EEE,1
Sarah Malhotra,714025105070,EEE,1
Reyansh Malhotra,714025105071,EEE,1
Riya Nair,714025105072,EEE,1
Sai Kapoor,714025105073,EEE,1
Saanvi Mehta,714025105074,EEE,1
Anvi Nair,714025105075,EEE,1
Vihaan Das,714025105076,EEE,1
Aditya Kumar,714025105077,EEE,1
Anvi Gupta,714025105078,EEE,1
Arjun Desai,714025105079,EEE,1
Saanvi Desai,714025105080,EEE,1
Vivaan Jain,714025105081,EEE,1
Myra Saxena,714025105082,EEE,1
Diya Das,714025105083,EEE,1
Sarah Chopra,714025105084,EEE,1
Ananya Jain,714025105085,EEE,1
Diya Nair,714025105086,EEE,1
Diya Sharma,714025105087,EEE,1
Aadhya Jain,714025105088,EEE,1
Ananya Kumar,714025105089,EEE,1
Reyansh Bhat,714025105090,EEE,1
Riya Singh,714025105091,EEE,1
Ishaan Malhotra,714025105092,EEE,1
Riya Patel,714025105093,EEE,1
Saanvi Joshi,714025105094,EEE,1
Myra Gupta,714025105095,EEE,1
Sarah Kapoor,714025105096,EEE,1
Pari Kumar,714025105097,EEE,1
Saanvi Chopra,714025105098,EEE,1
Diya Das,714025105099,EEE,1
Riya Kumar,714025105100,EEE,1
